,train_region,test_region,loss,accuracy
470,FRM0,FRF1,0.9529136717319489,0.5729166269302368
471,FRM0,FRF2,1.1364496946334839,0.4722222089767456
472,FRM0,FRF3,1.0651086568832397,0.4149305522441864
473,FRM0,FRG0,0.7922080755233765,0.5434027910232544
474,FRM0,FRH0,0.9568836092948914,0.5138888955116272
475,FRM0,FRI1,0.7046841084957123,0.6414930820465088
476,FRM0,FRI2,0.9939424097537994,0.4921875
477,FRM0,FRI3,0.9757895171642303,0.5060763955116272
478,FRM0,FRJ1,1.0089286267757416,0.4800347089767456
479,FRM0,FRJ2,0.8222022950649261,0.5824652910232544
480,FRM0,FRK1,1.063407152891159,0.453125
481,FRM0,FRK2,0.9343697726726532,0.4921875
482,FRM0,FRL0,1.1740584969520569,0.4288194477558136
483,FRM0,FRM0,0.4933185875415802,0.760869562625885
